"parent_audit_id","child_audit_id","rc_class","classification_reason","verified_context","claim","complete_unit","content_id","question_or_title","all_choices","correct_answer_number","explanation_or_body","expected_function_in_question","recorded_source","recorded_url","final_audit_status","correct_answer_impact","safety_impact","release_blocker","release_decision","missing_material","restart_condition"
"A-OTHER-890EE7A6D6","A-OTHER-890EE7A6D6-02","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","correct_explanation","a. 汚れや濃度低下に注意し、原則として毎日取り替える。","ambiguous","","","","","","","","","完全単位未特定・監修確認中","未解決の可能性あり","未解決の可能性あり","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-890EE7A6D6","A-OTHER-890EE7A6D6-03","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","correct_explanation","b. 原液濃度と目的濃度を確認し、必要な原液量を計算して水で希釈する。","ambiguous","","","","","","","","","完全単位未特定・監修確認中","未解決の可能性あり","未解決の可能性あり","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-890EE7A6D6","A-OTHER-890EE7A6D6-05","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","correct_explanation","d. 10％の原液から0.1％液を1,000mL作る場合は、原液100mLに水900mLを加える。","ambiguous","","","","","","","","","完全単位未特定・監修確認中","未解決の可能性あり","未解決の可能性あり","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-FD0C3008F9","A-OTHER-FD0C3008F9-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","correct_explanation","aとbは、いずれも消毒法の基準に合致する。","no","","","","","","","","","完全単位未特定・監修確認中","未解決の可能性あり","未解決の可能性あり","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-ADDAD39350","A-OTHER-ADDAD39350-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","correct_choice","【観点1】薬液消毒後の器具は必要に応じて流水で洗い、乾燥させ、再汚染しないよう保管する。","yes","443","消毒法に関する次の文の空欄A及びBに入る記述の組合せとして、正しいものはどれか。

A：衛生管理要領
B：理容師法施行規則第25条、衛生管理要領","1.【観点1】薬液消毒後の器具は必要に応じて流水で洗い、乾燥させ、再汚染しないよう保管する。
【観点2】消毒薬の濃度と作用時間が合っていれば、消毒前の十分な洗浄は省略できる。 | 2.【観点1】使用済みのタオル等は、完全に乾燥させれば消毒せず再使用できる。
【観点2】器具の種類、血液付着の有無、消毒薬の濃度、作用時間を組み合わせて判断する。 | 3.【観点1】薬液消毒後の器具は必要に応じて流水で洗い、乾燥させ、再汚染しないよう保管する。
【観点2】器具の種類、血液付着の有無、消毒薬の濃度、作用時間を組み合わせて判断する。 | 4.【観点1】使用済みのタオル等は、完全に乾燥させれば消毒せず再使用できる。
【観点2】消毒薬の濃度と作用時間が合っていれば、消毒前の十分な洗浄は省略できる。","3","【衛生管理要領】
・薬液消毒後の器具は必要に応じて流水で洗い、乾燥させ、再汚染しないよう保管する。 【理容師法施行規則第25条、衛生管理要領】
・器具の種類、血液付着の有無、消毒薬の濃度、作用時間を組み合わせて判断する。 対象、条件、作用又は手順を取り違えないように整理する。","正しい記述として機能","厚生労働省「理容所及び美容所における衛生管理要領」","https://www.mhlw.go.jp/web/t_doc?dataId=00ta5155&dataType=1&pageNo=1","完全問題単位確認済み・一次資料箇所待ち","未解決の可能性あり","未解決の可能性あり","あり","一次資料の具体的箇所を固定後に再判定","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-ADDAD39350","A-OTHER-ADDAD39350-02","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","wrong_choice","【観点2】消毒薬の濃度と作用時間が合っていれば、消毒前の十分な洗浄は省略できる。","ambiguous","","","","","","誤った記述として機能","","","完全単位未特定・監修確認中","未解決の可能性あり","未解決の可能性あり","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-23B8F83C3D","A-OTHER-23B8F83C3D-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","correct_choice","【観点1】薬液消毒後の器具は必要に応じて流水で洗い、乾燥させ、再汚染しないよう保管する。","yes","443","消毒法に関する次の文の空欄A及びBに入る記述の組合せとして、正しいものはどれか。

A：衛生管理要領
B：理容師法施行規則第25条、衛生管理要領","1.【観点1】薬液消毒後の器具は必要に応じて流水で洗い、乾燥させ、再汚染しないよう保管する。
【観点2】消毒薬の濃度と作用時間が合っていれば、消毒前の十分な洗浄は省略できる。 | 2.【観点1】使用済みのタオル等は、完全に乾燥させれば消毒せず再使用できる。
【観点2】器具の種類、血液付着の有無、消毒薬の濃度、作用時間を組み合わせて判断する。 | 3.【観点1】薬液消毒後の器具は必要に応じて流水で洗い、乾燥させ、再汚染しないよう保管する。
【観点2】器具の種類、血液付着の有無、消毒薬の濃度、作用時間を組み合わせて判断する。 | 4.【観点1】使用済みのタオル等は、完全に乾燥させれば消毒せず再使用できる。
【観点2】消毒薬の濃度と作用時間が合っていれば、消毒前の十分な洗浄は省略できる。","3","【衛生管理要領】
・薬液消毒後の器具は必要に応じて流水で洗い、乾燥させ、再汚染しないよう保管する。 【理容師法施行規則第25条、衛生管理要領】
・器具の種類、血液付着の有無、消毒薬の濃度、作用時間を組み合わせて判断する。 対象、条件、作用又は手順を取り違えないように整理する。","正しい記述として機能","厚生労働省「理容所及び美容所における衛生管理要領」","https://www.mhlw.go.jp/web/t_doc?dataId=00ta5155&dataType=1&pageNo=1","完全問題単位確認済み・一次資料箇所待ち","未解決の可能性あり","未解決の可能性あり","あり","一次資料の具体的箇所を固定後に再判定","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-23B8F83C3D","A-OTHER-23B8F83C3D-02","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","wrong_choice","【観点2】器具の種類、血液付着の有無、消毒薬の濃度、作用時間を組み合わせて判断する。","ambiguous","","","","","","誤った記述として機能","","","完全単位未特定・監修確認中","未解決の可能性あり","未解決の可能性あり","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-E68D79862E","A-OTHER-E68D79862E-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","correct_choice","観点1は「薬液消毒後の器具は必要に応じて流水で洗い、乾燥させ、再汚染しないよう保管する」、観点2は「器具の種類、血液付着の有無、消毒薬の濃度、作用時間を組み合わせて判断する」と整理する。","yes","214","理容師国家試験で消毒法を判断する際、最も適切な考え方はどれか。","1.消毒薬の名称と濃度が合っていれば、対象器具や作用時間は問わない | 2.器具の種類、血液付着の有無、消毒薬の濃度、作用時間を組み合わせて判断する | 3.対象器具と作用時間が合っていれば、消毒薬の濃度は製品ごとの目安でよい | 4.消毒薬の濃度と作用時間が合っていれば、消毒前の十分な洗浄は省略できる","2","消毒法は、器具の種類、血液付着の有無、消毒薬の濃度及び作用時間を組み合わせて判断し、消毒前の洗浄や消毒後の保管も含めて管理する。薬品名、濃度又は時間の一つだけでは判断できないため、②が正しい。","正しい記述として機能","厚生労働省「理容所及び美容所における衛生管理要領」","https://www.mhlw.go.jp/web/t_doc?dataId=00ta5155&dataType=1&pageNo=1","完全問題単位確認済み・一次資料箇所待ち","未解決の可能性あり","未解決の可能性あり","あり","一次資料の具体的箇所を固定後に再判定","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-79701220D8","A-OTHER-79701220D8-01","RC-3","現行法令上の分類、主体、義務又は製品区分へ影響する可能性","correct_explanation","次の記述のうち、公衆衛生の「感染症予防の基本」及び「母子保健の基本」について正しいものの組合せはどれか。","ambiguous","","","","","","","","","完全単位未特定・監修確認中","未解決の可能性あり","なし又は間接的","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-79701220D8","A-OTHER-79701220D8-04","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","correct_explanation","c. 環境消毒を行えば、換気や手指衛生などの感染経路対策は省略できる。","ambiguous","","","","","","","","","完全単位未特定・監修確認中","未解決の可能性あり","未解決の可能性あり","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-5FA67288CF","A-OTHER-5FA67288CF-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","wrong_choice","【観点1】消毒薬の有効成分を室内に保つため、臭気が残る範囲で空気を入れ替える。","ambiguous","","","","","","誤った記述として機能","","","完全単位未特定・監修確認中","未解決の可能性あり","未解決の可能性あり","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-5FA67288CF","A-OTHER-5FA67288CF-02","RC-1","選択肢の真偽又は正答識別へ影響する可能性","wrong_choice","【観点2】住民に身近な保健サービスや健康相談を行う拠点である。","ambiguous","","","","","","誤った記述として機能","","","完全単位未特定・監修確認中","未解決の可能性あり","なし又は間接的","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-0CB05EF95F","A-OTHER-0CB05EF95F-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","wrong_choice","【観点1】消毒薬の有効成分を室内に保つため、臭気が残る範囲で空気を入れ替える。","ambiguous","","","","","","誤った記述として機能","","","完全単位未特定・監修確認中","未解決の可能性あり","未解決の可能性あり","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-0CB05EF95F","A-OTHER-0CB05EF95F-02","RC-1","選択肢の真偽又は正答識別へ影響する可能性","wrong_choice","【観点2】理容師試験の合否を決定する機関である。","ambiguous","","","","","","誤った記述として機能","","","完全単位未特定・監修確認中","未解決の可能性あり","なし又は間接的","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-7ACACB892F","A-OTHER-7ACACB892F-05","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","correct_explanation","d. 皮脂汚れがある場合は消毒液を直接作用させれば、事前の洗浄を省略できる。","ambiguous","","","","","","","","","完全単位未特定・監修確認中","未解決の可能性あり","未解決の可能性あり","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-EFB1BB0ADE","A-OTHER-EFB1BB0ADE-02","RC-1","選択肢の真偽又は正答識別へ影響する可能性","wrong_choice","【観点2】製品や皮膚・毛髪に色を与える目的で用いられることがある。","ambiguous","","","","","","誤った記述として機能","","","完全単位未特定・監修確認中","未解決の可能性あり","なし又は間接的","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-ADE64977B3","A-OTHER-ADE64977B3-02","RC-1","選択肢の真偽又は正答識別へ影響する可能性","wrong_choice","【観点2】製品中の微生物増殖を抑えることを主目的に用いられる。","ambiguous","","","","","","誤った記述として機能","","","完全単位未特定・監修確認中","未解決の可能性あり","なし又は間接的","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-3702D4CA68","A-OTHER-3702D4CA68-01","RC-1","選択肢の真偽又は正答識別へ影響する可能性","correct_choice","【観点1】陰イオン界面活性剤は、洗浄力や泡立ちに関係し、シャンプー等に用いられる。","yes","495","香粧品成分の「香粧品化学：陰イオン界面活性剤」と「香粧品化学：酸・アルカリ」に関する次の記述のうち、いずれの内容も正しいものはどれか。","1.【観点1】陰イオン界面活性剤は、洗浄力や泡立ちに関係し、シャンプー等に用いられる。
【観点2】水溶液中の溶質の質量百分率を示す指標である。 | 2.【観点1】陽イオン界面活性剤はシャンプーの主洗浄成分として用いられ、毛髪への吸着性をもたない。
【観点2】水溶液の酸性・中性・アルカリ性の程度を示す指標である。 | 3.【観点1】陰イオン界面活性剤は、洗浄力や泡立ちに関係し、シャンプー等に用いられる。
【観点2】水溶液の酸性・中性・アルカリ性の程度を示す指標である。 | 4.【観点1】陽イオン界面活性剤はシャンプーの主洗浄成分として用いられ、毛髪への吸着性をもたない。
【観点2】水溶液中の溶質の質量百分率を示す指標である。","3","【香粧品化学：陰イオン界面活性剤】
・陰イオン界面活性剤は、洗浄力や泡立ちに関係し、シャンプー等に用いられる。 【香粧品化学：酸・アルカリ】
・水溶液の酸性・中性・アルカリ性の程度を示す指標である。 対象、条件、作用又は手順を取り違えないように整理する。","正しい記述として機能","医薬品医療機器等法・化粧品基準","https://laws.e-gov.go.jp/law/335AC0000000145","完全問題単位確認済み・一次資料箇所待ち","未解決の可能性あり","なし又は間接的","あり","一次資料の具体的箇所を固定後に再判定","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-3702D4CA68","A-OTHER-3702D4CA68-02","RC-1","選択肢の真偽又は正答識別へ影響する可能性","wrong_choice","【観点2】水溶液中の溶質の質量百分率を示す指標である。","ambiguous","","","","","","誤った記述として機能","","","完全単位未特定・監修確認中","未解決の可能性あり","なし又は間接的","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-69D3EA1470","A-OTHER-69D3EA1470-02","RC-1","選択肢の真偽又は正答識別へ影響する可能性","wrong_choice","【観点2】水溶液の酸性・中性・アルカリ性の程度を示す指標である。","ambiguous","","","","","","誤った記述として機能","","","完全単位未特定・監修確認中","未解決の可能性あり","なし又は間接的","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-196566A8E3","A-OTHER-196566A8E3-01","RC-1","選択肢の真偽又は正答識別へ影響する可能性","correct_choice","【観点1】陰イオン界面活性剤は、洗浄力や泡立ちに関係し、シャンプー等に用いられる。","yes","495","香粧品成分の「香粧品化学：陰イオン界面活性剤」と「香粧品化学：酸・アルカリ」に関する次の記述のうち、いずれの内容も正しいものはどれか。","1.【観点1】陰イオン界面活性剤は、洗浄力や泡立ちに関係し、シャンプー等に用いられる。
【観点2】水溶液中の溶質の質量百分率を示す指標である。 | 2.【観点1】陽イオン界面活性剤はシャンプーの主洗浄成分として用いられ、毛髪への吸着性をもたない。
【観点2】水溶液の酸性・中性・アルカリ性の程度を示す指標である。 | 3.【観点1】陰イオン界面活性剤は、洗浄力や泡立ちに関係し、シャンプー等に用いられる。
【観点2】水溶液の酸性・中性・アルカリ性の程度を示す指標である。 | 4.【観点1】陽イオン界面活性剤はシャンプーの主洗浄成分として用いられ、毛髪への吸着性をもたない。
【観点2】水溶液中の溶質の質量百分率を示す指標である。","3","【香粧品化学：陰イオン界面活性剤】
・陰イオン界面活性剤は、洗浄力や泡立ちに関係し、シャンプー等に用いられる。 【香粧品化学：酸・アルカリ】
・水溶液の酸性・中性・アルカリ性の程度を示す指標である。 対象、条件、作用又は手順を取り違えないように整理する。","正しい記述として機能","医薬品医療機器等法・化粧品基準","https://laws.e-gov.go.jp/law/335AC0000000145","完全問題単位確認済み・一次資料箇所待ち","未解決の可能性あり","なし又は間接的","あり","一次資料の具体的箇所を固定後に再判定","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-196566A8E3","A-OTHER-196566A8E3-02","RC-1","選択肢の真偽又は正答識別へ影響する可能性","wrong_choice","【観点2】水溶液の酸性・中性・アルカリ性の程度を示す指標である。","ambiguous","","","","","","誤った記述として機能","","","完全単位未特定・監修確認中","未解決の可能性あり","なし又は間接的","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-470C11BFAD","A-OTHER-470C11BFAD-02","RC-1","選択肢の真偽又は正答識別へ影響する可能性","wrong_choice","【観点2】水溶液中の溶質の質量百分率を示す指標である。","ambiguous","","","","","","誤った記述として機能","","","完全単位未特定・監修確認中","未解決の可能性あり","なし又は間接的","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-D8393ACB6C","A-OTHER-D8393ACB6C-01","RC-1","選択肢の真偽又は正答識別へ影響する可能性","correct_choice","観点1は「陰イオン界面活性剤は、洗浄力や泡立ちに関係し、シャンプー等に用いられる」、観点2は「水溶液の酸性・中性・アルカリ性の程度を示す指標である」と整理する。","yes","296","ペーハーについて、正しいものはどれか。","1.水溶液中の溶質の質量百分率を示す指標である | 2.水溶液の粘度を0から14の範囲で示す指標である | 3.水溶液の酸化還元力だけを0から14の範囲で示す指標である | 4.水溶液の酸性・中性・アルカリ性の程度を示す指標である","4","ペーハーは、水溶液の酸性・中性・アルカリ性の程度を示す指標である。質量百分率、粘度又は酸化還元力そのものを示す指標ではないため、④が正しい。","正しい記述として機能","医薬品医療機器等法・化粧品基準","https://laws.e-gov.go.jp/law/335AC0000000145","完全問題単位確認済み・一次資料箇所待ち","未解決の可能性あり","なし又は間接的","あり","一次資料の具体的箇所を固定後に再判定","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-B2DE158405","A-OTHER-B2DE158405-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","wrong_choice","刃に毛髪が残っていなければ、顧客ごとの清掃・消毒は省略できる。","ambiguous","","","","","","誤った記述として機能","","","完全単位未特定・監修確認中","未解決の可能性あり","未解決の可能性あり","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-791BBE20FF","A-OTHER-791BBE20FF-01","RC-1","選択肢の真偽又は正答識別へ影響する可能性","wrong_choice","【観点1】櫛で毛流を整え、切る位置を確認してから切る。","ambiguous","","","","","","誤った記述として機能","","","完全単位未特定・監修確認中","未解決の可能性あり","なし又は間接的","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-791BBE20FF","A-OTHER-791BBE20FF-02","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","wrong_choice","【観点2】床に落とした用具は汚れが付着していなければ、消毒せず作業へ戻せる。","ambiguous","","","","","","誤った記述として機能","","","完全単位未特定・監修確認中","未解決の可能性あり","未解決の可能性あり","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-1913C5DEC0","A-OTHER-1913C5DEC0-01","RC-1","選択肢の真偽又は正答識別へ影響する可能性","wrong_choice","【観点1】櫛で整えた毛流は切る位置に影響しないため、毛束を空中へ大きく引き出して切る。","ambiguous","","","","","","誤った記述として機能","","","完全単位未特定・監修確認中","未解決の可能性あり","なし又は間接的","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-1913C5DEC0","A-OTHER-1913C5DEC0-02","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","wrong_choice","【観点2】使用後は毛髪を除去し、必要な洗浄・消毒・保管を行う。","ambiguous","","","","","","誤った記述として機能","","","完全単位未特定・監修確認中","未解決の可能性あり","未解決の可能性あり","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-15AD280D80","A-OTHER-15AD280D80-01","RC-1","選択肢の真偽又は正答識別へ影響する可能性","wrong_choice","【観点1】櫛で整えた毛流は切る位置に影響しないため、毛束を空中へ大きく引き出して切る。","ambiguous","","","","","","誤った記述として機能","","","完全単位未特定・監修確認中","未解決の可能性あり","なし又は間接的","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-15AD280D80","A-OTHER-15AD280D80-02","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","wrong_choice","【観点2】床に落とした用具は汚れが付着していなければ、消毒せず作業へ戻せる。","ambiguous","","","","","","誤った記述として機能","","","完全単位未特定・監修確認中","未解決の可能性あり","未解決の可能性あり","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-98442188FF","A-OTHER-98442188FF-01","RC-1","選択肢の真偽又は正答識別へ影響する可能性","wrong_choice","【観点1】櫛で毛流を整え、切る位置を確認してから切る。","ambiguous","","","","","","誤った記述として機能","","","完全単位未特定・監修確認中","未解決の可能性あり","なし又は間接的","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-98442188FF","A-OTHER-98442188FF-02","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","wrong_choice","【観点2】使用後は毛髪を除去し、必要な洗浄・消毒・保管を行う。","ambiguous","","","","","","誤った記述として機能","","","完全単位未特定・監修確認中","未解決の可能性あり","未解決の可能性あり","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-B4D97F5559","A-OTHER-B4D97F5559-04","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","correct_explanation","・使用後は毛髪を除去し、必要な洗浄・消毒・保管を行う。","ambiguous","","","","","","","","","完全単位未特定・監修確認中","未解決の可能性あり","未解決の可能性あり","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-3D6782FA3A","A-OTHER-3D6782FA3A-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","correct_explanation","観点1は「櫛で毛流を整え、切る位置を確認してから切る」、観点2は「使用後は毛髪を除去し、必要な洗浄・消毒・保管を行う」と整理する。","ambiguous","","","","","","","","","完全単位未特定・監修確認中","未解決の可能性あり","未解決の可能性あり","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-CA8B6B1CFA","A-OTHER-CA8B6B1CFA-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","wrong_choice","使用前後に衛生状態を確認し、必要な消毒又は交換を行う。","ambiguous","","","","","","誤った記述として機能","","","完全単位未特定・監修確認中","未解決の可能性あり","未解決の可能性あり","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-72D5809E0C","A-OTHER-72D5809E0C-04","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","correct_explanation","・使用前後に衛生状態を確認し、必要な消毒又は交換を行う。","ambiguous","","","","","","","","","完全単位未特定・監修確認中","未解決の可能性あり","未解決の可能性あり","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-5BD880E9FB","A-OTHER-5BD880E9FB-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","correct_explanation","「使用前後に衛生状態を確認し、必要な消毒又は交換を行う」は、シェービングの判断基準に合う。","ambiguous","","","","","","","","","完全単位未特定・監修確認中","未解決の可能性あり","未解決の可能性あり","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-EB3C57A7CB","A-OTHER-EB3C57A7CB-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","wrong_choice","使用前後に衛生状態を確認し、必要な消毒又は交換を行う。","ambiguous","","","","","","誤った記述として機能","","","完全単位未特定・監修確認中","未解決の可能性あり","未解決の可能性あり","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-554875BBCA","A-OTHER-554875BBCA-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","correct_explanation","「使用前後に衛生状態を確認し、必要な消毒又は交換を行う」は、シェービングの判断基準に合う。","ambiguous","","","","","","","","","完全単位未特定・監修確認中","未解決の可能性あり","未解決の可能性あり","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-261B940573","A-OTHER-261B940573-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","correct_explanation",".replace(/消毒担当者だけの問題/g, ""消毒担当者を中心とした問題"")","no","","","","","","","","","完全単位未特定・監修確認中","未解決の可能性あり","未解決の可能性あり","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-F51E8290DC","A-OTHER-F51E8290DC-01","RC-3","現行法令上の分類、主体、義務又は製品区分へ影響する可能性","correct_explanation","第五条 都道府県知事、保健所を設置する市の市長又は特別区の区長は、法第十条第二項の規定により業務停止の処分を行つたときは、厚","yes","","業務停止","","","理容師法 第十条。衛生措置違反等では、期間を定めて業務停止となる場合がある。","","","","監修確認中","未解決の可能性あり","なし又は間接的","あり","保留","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-361E3E65E9","A-OTHER-361E3E65E9-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","correct_explanation","１ 洗浄及び消毒済みのはさみ等の理容器具・美容器具と、これらを衛生的","no","","","","","","","","","完全単位未特定・監修確認中","未解決の可能性あり","未解決の可能性あり","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
